D,P,C,O,F,G,S,OTU_ID,SpeciesID,occ,Absences
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Pasteuria,NA,Otu30606,B0370,1,291
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum,NA,Otu2421,B0371,49,243
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Risungbinella,NA,Otu21855,B0372,3,289
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Shimazuella,NA,Otu8528,B0373,25,267
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomyces,NA,Otu2405,B0374,35,257
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomycetaceae,NA,Otu12004,B0375,7,285
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoflavimicrobium,NA,Otu9712,B0376,18,274
Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,NA,Otu11128,B0377,43,249
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R,NA,Otu32860,B0378,7,285
Bacteria,Firmicutes,Clostridia,Clostridia,Gracilibacteraceae,Gracilibacter,NA,Otu30121,B0379,6,286
Bacteria,Firmicutes,Clostridia,Clostridia,Gracilibacteraceae,Lutispora,NA,Otu12593,B0380,21,271
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Acetivibrio,NA,Otu27398,B0381,3,289
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,HN,NA,Otu33091,B0382,2,290
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Hungateiclostridium,NA,Otu27047,B0383,1,291
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Pseudoclostridium,NA,Otu25711,B0384,1,291
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Ruminiclostridium,NA,Otu10578,B0385,14,278
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Thermoclostridium,NA,Otu32572,B0386,2,290
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,UCG,NA,Otu14993,B0387,1,291
Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella,NA,Otu3033,B0388,50,242
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Otu3556,B0389,63,229
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_10,NA,Otu9281,B0390,29,263
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_11,NA,Otu25384,B0391,2,290
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_12,NA,Otu8414,B0392,16,276
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13,NA,Otu1810,B0393,47,245
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_16,NA,Otu12206,B0394,1,291
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_18,NA,Otu24111,B0395,1,291
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_2,NA,Otu32771,B0396,2,290
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_3,NA,Otu18884,B0397,5,287
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_5,NA,Otu20740,B0398,0,292
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_6,NA,Otu15650,B0399,2,290
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_7,NA,Otu29542,B0400,2,290
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_8,NA,Otu28083,B0401,23,269
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_9,NA,Otu5136,B0402,31,261
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,NA,Otu34103,B0403,1,291
Bacteria,Firmicutes,Clostridia,Clostridiales,Oxobacteraceae,Oxobacter,NA,Otu24529,B0404,6,286
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales,Alkalibaculum,NA,Otu25181,B0405,4,288
Bacteria,Firmicutes,Clostridia,Eubacteriales,Garciellaceae,Rhabdanaerobium,NA,Otu12380,B0406,1,291
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,NA,Otu28782,B0407,9,283
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter,NA,Otu21673,B0408,2,290
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium,NA,Otu27356,B0409,7,285
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Herbinix,NA,Otu9862,B0410,19,273
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,Otu30735,B0411,4,288
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Mobilitalea,NA,Otu18244,B0412,7,285
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,Otu7291,B0413,38,254
Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA,Otu28977,B0414,4,288
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,Ethanoligenenaceae,NA,Otu28976,B0415,4,288
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA,Otu19882,B0416,7,285
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA,Otu13150,B0417,13,279
Bacteria,Firmicutes,Clostridia,Thermincolales,Thermincolaceae,Thermincola,NA,Otu22778,B0418,4,288
Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium,NA,Otu17777,B0419,6,286
Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,NA,Otu6316,B0420,26,266
Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculales,Desulfohalotomaculum,NA,Otu30921,B0421,2,290
Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculales,Desulfurispora,NA,Otu21226,B0422,1,291
Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,NA,Otu28535,B0423,14,278
Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda,NA,Otu5371,B0424,13,279
Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,Limnochordaceae,NA,Otu5747,B0425,56,236
Bacteria,Firmicutes,Limnochordia,Limnochordia,Limnochordia,Limnochordia,NA,Otu23830,B0426,7,285
Bacteria,Firmicutes,Limnochordia,MBA03,MBA03,MBA03,NA,Otu15821,B0427,45,247
Bacteria,Firmicutes,Moorellia,Desulfitibacterales,Desulfitibacteraceae,Desulfitibacter,NA,Otu29422,B0428,6,286
Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,Symbiobacterium,NA,Otu2830,B0429,28,264
Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,NA,Otu31405,B0430,6,286
Bacteria,GAL15,GAL15,GAL15,GAL15,GAL15,NA,Otu29629,B0431,7,285
Bacteria,Gemmatimonadota,AKAU4049,AKAU4049,AKAU4049,AKAU4049,NA,Otu27178,B0432,4,288
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,Otu219,B0433,278,1000
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,NA,Otu33461,B0434,216,1000
Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobiaceae,NA,Otu15461,B0435,37,255
Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium,NA,Otu35209,B0436,7,285
Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC,NA,Otu1416,B0437,135,157
Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,NA,Otu4366,B0438,74,218
Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halocella,NA,Otu19629,B0439,2,290
Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,Latescibacteraceae,NA,Otu15220,B0440,10,282
Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,NA,Otu10381,B0441,52,240
Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15,NA,Otu10481,B0442,36,256
Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,Rokubacteriales,NA,Otu19325,B0443,34,258
Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA,Otu573,B0444,266,1000
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium,NA,Otu1162,B0445,55,237
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,NA,Otu7122,B0446,1,291
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Cystobacter,NA,Otu4810,B0447,1,291
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3,NA,Otu15191,B0448,35,257
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Melittangium,NA,Otu3515,B0449,4,288
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcaceae,NA,Otu23709,B0450,5,287
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,NA,Otu4405,B0451,3,289
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB,NA,Otu4420,B0452,115,177
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Stigmatella,NA,Otu10833,B0453,0,292
Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,NA,Otu5254,B0454,63,229
Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19,NA,Otu10362,B0455,44,248
Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA,Otu93,B0456,283,1000
Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystaceae,NA,Otu19688,B0457,1,291
Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,NA,Otu3521,B0458,20,272
Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Pseudenhygromyxa,NA,Otu16173,B0459,8,284
Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA,Otu2237,B0460,186,1000
Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,NA,Otu1494,B0461,134,158
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Aetherobacter,NA,Otu296,B0462,88,204
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis,NA,Otu2835,B0463,55,237
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA,Otu3117,B0464,194,1000
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Polyangiaceae,NA,Otu23432,B0465,1,291
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Polyangium,NA,Otu7710,B0466,4,288
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,NA,Otu3844,B0467,85,207
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,NA,Otu14008,B0468,14,278
Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25,NA,Otu4117,B0469,107,185
Bacteria,Nitrospirota,Leptospirillia,Leptospirillales,Leptospirillaceae,Leptospirillum,NA,Otu32973,B0470,1,291
Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA,Otu286,B0471,166,1000
Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,NA,Otu25480,B0472,1,291
Bacteria,Patescibacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria,NA,Otu2773,B0473,9,283
Bacteria,Patescibacteria,Dojkabacteria,Dojkabacteria,Dojkabacteria,Dojkabacteria,NA,Otu23087,B0474,1,291
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woykebacteria,Candidatus_Woykebacteria,Candidatus_Woykebacteria,NA,Otu11380,B0475,2,290
Bacteria,Patescibacteria,Microgenomatia,Microgenomatia,Microgenomatia,Microgenomatia,NA,Otu11253,B0476,3,289
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,NA,Otu24884,B0477,10,282
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,NA,Otu32890,B0478,13,279
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,NA,Otu24718,B0479,0,292
Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,NA,Otu14572,B0480,2,290
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,LWQ8,NA,Otu12799,B0481,25,267
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,S32,TM7,NA,Otu6682,B0482,11,281
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA,Otu7032,B0483,1,291
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,NA,Otu11412,B0484,122,170
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,WWH38,NA,Otu17529,B0485,14,278
Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,NA,Otu1887,B0486,53,239
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,NA,Otu25749,B0487,2,290
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,I,NA,Otu19839,B0488,3,289
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA,Otu4321,B0489,119,173
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaeraceae,NA,Otu17659,B0490,1,291
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA,Otu3978,B0491,123,169
Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage,NA,Otu3458,B0492,68,224
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA,Otu34058,B0493,2,290
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA,Otu14820,B0494,61,231
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola,NA,Otu28031,B0495,4,288
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,NA,Otu10312,B0496,14,278
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA,Otu25505,B0497,4,288
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Candidatus_Nostocoida,NA,Otu19217,B0498,3,289
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA,Otu1538,B0499,107,185
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,NA,Otu1851,B0500,91,201
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA,Otu12344,B0501,16,276
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA,Otu2562,B0502,56,236
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,NA,Otu17096,B0503,3,289
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,NA,Otu18522,B0504,9,283
Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,NA,Otu2995,B0505,149,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,NA,Otu363,B0506,204,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA,Otu627,B0507,196,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,NA,Otu5577,B0508,46,246
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisphaera,NA,Otu2261,B0509,19,273
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidocella,NA,Otu6772,B0510,56,236
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,NA,Otu6587,B0511,26,266
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus,NA,Otu15750,B0512,24,268
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Endobacter,NA,Otu2366,B0513,19,273
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,NA,Otu1672,B0514,44,248
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,NA,Otu370,B0515,90,202
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,NA,Otu16057,B0516,32,260
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA,Otu7885,B0517,112,180
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Desertibacter,NA,Otu20285,B0518,2,290
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,NA,Otu2947,B0519,98,194
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus,NA,Otu6063,B0520,59,233
Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Caedibacter,NA,Otu18895,B0521,2,290
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,NA,Otu7731,B0522,43,249
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,Otu6993,B0523,20,272
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA,Otu10451,B0524,42,250
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA,Otu653,B0525,235,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA,Otu1990,B0526,36,256
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA,Otu6194,B0527,43,249
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,NA,Otu8774,B0528,24,268
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA,Otu766,B0529,120,172
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Aliidongia,NA,Otu2564,B0530,37,255
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,URHD0088,URHD0088,NA,Otu257,B0531,160,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Holosporaceae,NA,Otu4088,B0532,3,289
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsaceae,NA,Otu13029,B0533,23,269
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,NA,Otu16789,B0534,3,289
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,NA,Otu1236,B0535,47,245
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,NA,Otu24009,B0536,3,289
Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Parvibaculum,NA,Otu29039,B0537,15,277
Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Rhodoligotrophos,NA,Otu28882,B0538,8,284
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales,Puniceispirillales,NA,Otu11368,B0539,9,283
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA,Otu159,B0540,255,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,NA,Otu3773,B0541,96,196
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174,NA,Otu1258,B0542,117,175
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckiaceae,NA,Otu26860,B0543,3,289
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,Otu6400,B0544,20,272
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FFCH5858,NA,Otu23490,B0545,0,292
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA,Otu646,B0546,159,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,NA,Otu12883,B0547,10,282
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,NA,Otu3171,B0548,20,272
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,Otu2186,B0549,35,257
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylorosula,NA,Otu326,B0550,114,178
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,NA,Otu8153,B0551,19,273
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,Otu587,B0552,232,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo,NA,Otu15203,B0553,13,279
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,NA,Otu1015,B0554,124,168
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,NA,Otu9462,B0555,26,266
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,NA,Otu58,B0556,260,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI_cluster,NA,Otu8010,B0557,166,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Arsenicitalea,NA,Otu9668,B0558,6,286
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA,Otu24316,B0559,163,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,NA,Otu24076,B0560,3,289
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA,Otu3202,B0561,90,202
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA,Otu17250,B0562,210,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,NA,Otu5913,B0563,14,278
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,NA,Otu2409,B0564,114,178
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Chthonobacter,NA,Otu21777,B0565,2,290
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,NA,Otu1486,B0566,190,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,NA,Otu27171,B0567,6,286
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium,NA,Otu29029,B0568,1,291
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,NA,Otu18256,B0569,2,290
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA,Otu1286,B0570,226,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,NA,Otu15114,B0571,4,288
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,NA,Otu16687,B0572,5,287
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,NA,Otu2334,B0573,48,244
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,NA,Otu18372,B0574,10,282
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Alsobacter,NA,Otu2722,B0575,26,266
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,NA,Otu2364,B0576,191,1000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Nordella,NA,Otu2907,B0577,134,158
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,NA,Otu30531,B0578,2,290
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Tepidamorphus,NA,Otu28830,B0579,49,243
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,NA,Otu1318,B0580,125,167
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Thermopetrobacteraceae,Thermopetrobacter,NA,Otu14740,B0581,9,283
