D,P,C,O,F,G,S,#OTU ID,taxaID
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu4066,E01428
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu4200,E01429
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu4214,E01430
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu4245,E01431
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu4739,E01432
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu4996,E01433
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu5298,E01434
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu5341,E01435
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu5816,E01436
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu6637,E01437
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu6727,E01438
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu6895,E01439
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu7067,E01440
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu7176,E01441
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu7606,E01442
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu773,E01443
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu7899,E01444
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu7935,E01445
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu8004,E01446
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu810,E01447
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu8207,E01448
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu8767,E01449
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu8788,E01450
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu8804,E01451
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu8824,E01452
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu8990,E01453
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9087,E01454
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9118,E01455
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9119,E01456
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9184,E01457
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9346,E01458
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9443,E01459
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9569,E01460
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9595,E01461
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9677,E01462
Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae,Cercomonadidae,NA,NA,Otu9937,E01463
Eukaryota,Cercozoa,Cercozoa,Cercozoa,Cercozoa,Cercozoa,metagenome,Otu26393,E01464
Eukaryota,Cercozoa,Cercozoa,Cercozoa,Cercozoa,Cercozoa,metagenome,Otu27594,E01465
Eukaryota,Cercozoa,Clathrulinidae,Clathrulinidae,Clathrulinidae,Hedriocystis,uncultured_eukaryote,Otu35057,E01466
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Allantion,Allapsa_vibrans,Otu13635,E01467
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Allantion,Allapsa_vibrans,Otu16158,E01468
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Allantion,Allapsa_vibrans,Otu17043,E01469
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Allantion,Allapsa_vibrans,Otu29187,E01470
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Allantion,Allapsa_vibrans,Otu30817,E01471
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Allantion,Allapsa_vibrans,Otu5812,E01472
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Bodomorpha,metagenome,Otu10891,E01473
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Bodomorpha,metagenome,Otu15763,E01474
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Bodomorpha,metagenome,Otu28017,E01475
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Bodomorpha,metagenome,Otu31706,E01476
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu12128,E01477
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu13401,E01478
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu16991,E01479
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu18351,E01480
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu19113,E01481
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu21541,E01482
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu22446,E01483
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu23674,E01484
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu25649,E01485
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu27265,E01486
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu31173,E01487
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu5964,E01488
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida,metagenome,Otu9695,E01489
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu10078,E01490
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu12320,E01491
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu14510,E01492
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu14617,E01493
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu18990,E01494
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu21605,E01495
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu22327,E01496
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu253,E01497
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu27219,E01498
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu27340,E01499
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu29151,E01500
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu29173,E01501
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu29390,E01502
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu30664,E01503
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu32251,E01504
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu4175,E01505
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu4606,E01506
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu519,E01507
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,Rigidomastix,Otu9844,E01508
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,NA,Otu17143,E01509
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,NA,Otu1774,E01510
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,NA,Otu2342,E01511
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,NA,Otu26210,E01512
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,NA,Otu31963,E01513
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,NA,Otu4524,E01514
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Heteromita,NA,Otu918,E01515
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,Proleptomonas_faecicola,Otu3218,E01516
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,Proleptomonas_faecicola,Otu3802,E01517
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,Proleptomonas_faecicola,Otu867,E01518
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,metagenome,Otu11252,E01519
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,metagenome,Otu2719,E01520
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,metagenome,Otu4106,E01521
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,metagenome,Otu5063,E01522
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,metagenome,Otu8314,E01523
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,metagenome,Otu906,E01524
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu15565,E01525
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu18180,E01526
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu19208,E01527
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu24496,E01528
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu26932,E01529
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu30913,E01530
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu35442,E01531
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu8708,E01532
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,Proleptomonas,NA,Otu975,E01533
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu10190,E01534
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu10296,E01535
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu1091,E01536
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu12205,E01537
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu12333,E01538
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu1248,E01539
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu12561,E01540
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu12900,E01541
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu1338,E01542
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu13440,E01543
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu14395,E01544
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu1457,E01545
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu14696,E01546
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu15659,E01547
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu15936,E01548
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu15948,E01549
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu162,E01550
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu16329,E01551
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu17225,E01552
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu18020,E01553
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu1840,E01554
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu18615,E01555
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu18625,E01556
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu1874,E01557
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu1949,E01558
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu19827,E01559
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu20838,E01560
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu21565,E01561
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu22148,E01562
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu2290,E01563
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu23046,E01564
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu231,E01565
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu23775,E01566
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu2515,E01567
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu25936,E01568
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu25944,E01569
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu26439,E01570
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu26929,E01571
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu27278,E01572
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu27946,E01573
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu2907,E01574
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu30517,E01575
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu30660,E01576
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu3140,E01577
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu31864,E01578
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu32736,E01579
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu34552,E01580
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu3547,E01581
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu387,E01582
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu3982,E01583
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu4156,E01584
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu4561,E01585
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu5096,E01586
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu5674,E01587
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu605,E01588
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu649,E01589
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu7356,E01590
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu7529,E01591
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu8775,E01592
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu889,E01593
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu9190,E01594
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu9561,E01595
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu9671,E01596
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,uncultured,metagenome,Otu9674,E01597
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10019,E01598
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10027,E01599
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu1021,E01600
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10222,E01601
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10492,E01602
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10612,E01603
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10687,E01604
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10699,E01605
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10701,E01606
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10786,E01607
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10840,E01608
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10845,E01609
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10957,E01610
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu1098,E01611
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu10988,E01612
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11084,E01613
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11152,E01614
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11228,E01615
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11346,E01616
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11405,E01617
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11414,E01618
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11473,E01619
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11594,E01620
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11621,E01621
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu1170,E01622
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11730,E01623
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11741,E01624
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11808,E01625
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11845,E01626
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11907,E01627
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11909,E01628
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu11965,E01629
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu12063,E01630
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu12092,E01631
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu12395,E01632
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu12612,E01633
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu12697,E01634
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu12974,E01635
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu13196,E01636
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu13269,E01637
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu13356,E01638
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu13719,E01639
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu13880,E01640
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14096,E01641
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14124,E01642
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14256,E01643
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14297,E01644
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14379,E01645
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14517,E01646
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14591,E01647
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14688,E01648
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu14799,E01649
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu1501,E01650
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu15083,E01651
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu1512,E01652
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu15251,E01653
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu15442,E01654
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu15517,E01655
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu15577,E01656
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu15967,E01657
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu16106,E01658
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu16164,E01659
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu16338,E01660
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu16618,E01661
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu16620,E01662
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu16729,E01663
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu16861,E01664
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu17010,E01665
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu17098,E01666
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu17212,E01667
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu1722,E01668
Eukaryota,Cercozoa,Glissomonadida,Glissomonadida,Glissomonadida,NA,NA,Otu17403,E01669
