D,P,C,O,F,G,S,#OTU ID,taxaID
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu10989,E00001
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu12064,E00002
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu12921,E00003
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu18624,E00004
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu20601,E00005
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu2218,E00006
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu2561,E00007
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu2757,E00008
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu28782,E00009
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu4345,E00010
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu4608,E00011
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu5843,E00012
Eukaryota,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,Amoebozoa,metagenome,Otu6017,E00013
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_jacobsi,Otu4044,E00014
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu1680,E00015
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu19390,E00016
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu1943,E00017
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu2109,E00018
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu23403,E00019
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu27881,E00020
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu35807,E00021
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu366,E00022
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu4865,E00023
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu7630,E00024
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_lenticulata,Otu8246,E00025
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu122,E00026
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu1422,E00027
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu14299,E00028
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu2602,E00029
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu3045,E00030
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu4371,E00031
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu726,E00032
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu736,E00033
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu760,E00034
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu791,E00035
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,Acanthamoeba_sp,Otu8383,E00036
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu1299,E00037
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu13333,E00038
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu20903,E00039
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu21115,E00040
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu21311,E00041
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu28015,E00042
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu30849,E00043
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu31500,E00044
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu455,E00045
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu8965,E00046
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Acanthamoeba,NA,Otu927,E00047
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu10147,E00048
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu10283,E00049
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu10339,E00050
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu10772,E00051
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu1083,E00052
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu1146,E00053
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu1277,E00054
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu12853,E00055
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu13115,E00056
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu13505,E00057
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu14138,E00058
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu14440,E00059
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu14488,E00060
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu14774,E00061
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu15204,E00062
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu21543,E00063
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu21885,E00064
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu22500,E00065
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu22602,E00066
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu24984,E00067
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu26216,E00068
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu265,E00069
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu28038,E00070
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu2828,E00071
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu30752,E00072
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu3282,E00073
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu35548,E00074
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu3621,E00075
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu3661,E00076
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu3822,E00077
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu4110,E00078
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu5297,E00079
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu5524,E00080
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu5620,E00081
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu6649,E00082
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu6844,E00083
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu7340,E00084
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu8831,E00085
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu9295,E00086
Eukaryota,Amoebozoa,Discosea,Centramoebida,Centramoebida,Centramoebida,uncultured_eukaryote,Otu9949,E00087
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Angulamoeba_fungorum,Otu11846,E00088
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Angulamoeba_fungorum,Otu18195,E00089
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Angulamoeba_fungorum,Otu24731,E00090
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Angulamoeba_fungorum,Otu27303,E00091
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Angulamoeba_fungorum,Otu32963,E00092
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Angulamoeba_fungorum,Otu34886,E00093
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Angulamoeba_fungorum,Otu6526,E00094
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Angulamoeba_fungorum,Otu9795,E00095
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Cyanidioschyzon_sp,Otu15343,E00096
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Cyanidioschyzon_sp,Otu17218,E00097
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Cyanidioschyzon_sp,Otu2261,E00098
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Angulamoeba,Cyanidioschyzon_sp,Otu7671,E00099
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu16601,E00100
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu19268,E00101
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu21246,E00102
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu22468,E00103
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu26648,E00104
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu28906,E00105
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu32325,E00106
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu33755,E00107
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu35288,E00108
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,Tubulinea_group,Otu8902,E00109
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,uncultured_eukaryote,Otu3659,E00110
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Dactylopodida,uncultured_eukaryote,Otu430,E00111
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Korotnevella,Korotnevella_stella,Otu19383,E00112
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Korotnevella,uncultured_eukaryote,Otu33247,E00113
Eukaryota,Amoebozoa,Discosea,Dactylopodida,Dactylopodida,Pseudoparamoeba,Pseudoparamoeba_pagei,Otu32491,E00114
Eukaryota,Amoebozoa,Discosea,Discosea,Discosea,Discosea,metagenome,Otu24099,E00115
Eukaryota,Amoebozoa,Discosea,Discosea,Discosea,Discosea,metagenome,Otu35666,E00116
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,Vannella_sp,Otu15295,E00117
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,Vannella_sp,Otu16817,E00118
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,Vannella_sp,Otu16884,E00119
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,Vannella_sp,Otu17142,E00120
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,Vannella_sp,Otu25804,E00121
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,Vannella_sp,Otu29356,E00122
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,Vannella_sp,Otu32974,E00123
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,Vannella_sp,Otu6158,E00124
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,NA,Otu13502,E00125
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,NA,Otu16585,E00126
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,NA,Otu20111,E00127
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Protosteliopsis,NA,Otu24856,E00128
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,Vannella,Vannella_miroides,Otu19707,E00129
Eukaryota,Amoebozoa,Discosea,Vannellida,Vannellida,uncultured,Vannella_sp,Otu23463,E00130
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu10578,E00131
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu12156,E00132
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu12184,E00133
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu13118,E00134
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu13479,E00135
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu14344,E00136
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu1494,E00137
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu16231,E00138
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu16719,E00139
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu18400,E00140
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu1905,E00141
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu21008,E00142
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu21900,E00143
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu2233,E00144
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu22495,E00145
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu24044,E00146
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu27106,E00147
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu27548,E00148
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu27985,E00149
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu30545,E00150
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu34025,E00151
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu5205,E00152
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu5518,E00153
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu6745,E00154
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu6955,E00155
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu7161,E00156
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu8955,E00157
Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Arcellinida,Arcellinida,metagenome,Otu9313,E00158
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu11974,E00159
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu12719,E00160
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu1827,E00161
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu19766,E00162
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu30325,E00163
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu5263,E00164
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu5666,E00165
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu5902,E00166
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,metagenome,Otu7595,E00167
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,uncultured_eukaryote,Otu15502,E00168
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,uncultured_eukaryote,Otu20758,E00169
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,uncultured_eukaryote,Otu3689,E00170
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,uncultured_eukaryote,Otu4951,E00171
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,NA,Otu23372,E00172
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,NA,Otu29064,E00173
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,NA,Otu33182,E00174
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,NA,Otu3412,E00175
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,NA,Otu7552,E00176
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Echinamoebida,NA,Otu7804,E00177
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Vermamoeba,Hartmannella_sp,Otu18305,E00178
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Vermamoeba,Vermamoeba_vermiformis,Otu10747,E00179
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Vermamoeba,Vermamoeba_vermiformis,Otu439,E00180
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Vermamoeba,Vermamoeba_vermiformis,Otu535,E00181
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Vermamoeba,Vermamoeba_vermiformis,Otu6469,E00182
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Vermamoeba,Vermamoeba_vermiformis,Otu721,E00183
Eukaryota,Amoebozoa,Tubulinea,Echinamoebida,Echinamoebida,Vermamoeba,Vermamoeba_vermiformis,Otu974,E00184
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Amoeba_leningradensis,Otu11155,E00185
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Amoeba_leningradensis,Otu14099,E00186
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Amoeba_leningradensis,Otu7012,E00187
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Copromyxa_sp,Otu10543,E00188
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Copromyxa_sp,Otu17209,E00189
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Copromyxa_sp,Otu31641,E00190
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Copromyxa_sp,Otu34166,E00191
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Copromyxa_sp,Otu35451,E00192
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Hartmannella_cantabrigiensis,Otu12072,E00193
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Hartmannella_cantabrigiensis,Otu34400,E00194
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Hartmannella_cantabrigiensis,Otu5241,E00195
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Ptolemeba_bulliensis,Otu22768,E00196
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Ptolemeba_bulliensis,Otu24859,E00197
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Ptolemeba_bulliensis,Otu26635,E00198
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Ptolemeba_bulliensis,Otu30845,E00199
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,Tubulinida_sp,Otu21776,E00200
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu11499,E00201
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu12078,E00202
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu12296,E00203
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu2173,E00204
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu22995,E00205
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu2454,E00206
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu24734,E00207
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu28830,E00208
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,metagenome,Otu3872,E00209
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu10927,E00210
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu11791,E00211
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu13220,E00212
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu14306,E00213
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu15060,E00214
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu1838,E00215
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu19560,E00216
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu21211,E00217
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu24293,E00218
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu25239,E00219
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu31397,E00220
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu31779,E00221
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu34003,E00222
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu4564,E00223
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu5930,E00224
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,Euamoebida,NA,Otu9240,E00225
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,NA,NA,Otu12724,E00226
Eukaryota,Amoebozoa,Tubulinea,Euamoebida,Euamoebida,NA,NA,Otu16829,E00227
