Family,x,y,SpeciesID,Abundance,Presence,OBJECTID
Bunonematidae,-7.305636,41.82453693,N0007,0,0,2623
Bunonematidae,-7.5428337,41.5477127,N0007,0,0,2624
Bunonematidae,-7.11916707,41.78800093,N0007,0,0,2625
Bunonematidae,-6.9741004,41.7882458,N0007,0,0,2626
Bunonematidae,-7.0120454,41.7416742,N0007,0,0,2627
Bunonematidae,-7.06476515,41.68056711,N0007,0,0,2628
Bunonematidae,-7.0274983,41.7038707,N0007,0,0,2629
Bunonematidae,-7.06934864,41.70593681,N0007,0,0,2630
Bunonematidae,-6.94339083,41.26199675,N0007,0,0,2631
Bunonematidae,-6.80239213,41.25379066,N0007,0,0,2632
Bunonematidae,-6.81508814,41.21682963,N0007,0,0,2633
Bunonematidae,-6.8925758,41.1834066,N0007,0,0,2634
Bunonematidae,-6.77916175,41.18355338,N0007,0,0,2635
Bunonematidae,-6.7974245,41.1699815,N0007,0,0,2636
Bunonematidae,-7.13919008,41.08021133,N0007,0,0,2637
Bunonematidae,-7.19531923,41.07537412,N0007,0,0,2638
Bunonematidae,-7.0408782,40.961652,N0007,0,0,2639
Bunonematidae,-7.2004122,41.0546551,N0007,0,0,2640
Bunonematidae,-7.1859294,40.849914,N0007,0,0,2641
Bunonematidae,-7.1754904,40.7022299,N0007,0,0,2642
Bunonematidae,-7.319966,40.828279,N0007,0,0,2643
Bunonematidae,-7.3916728,40.8085817,N0007,0,0,2644
Bunonematidae,-7.3565511,40.7913175,N0007,0,0,2645
Bunonematidae,-7.41360557,40.84924916,N0007,0,0,2646
Bunonematidae,-8.4943652,41.0602453,N0007,0,0,2647
Bunonematidae,-8.491964,41.0328947,N0007,0,0,2648
Bunonematidae,-8.6568349,41.10289453,N0007,0,0,2649
Bunonematidae,-8.64994998,41.09036072,N0007,0,0,2650
Bunonematidae,-8.64959362,41.06620798,N0007,0,0,2651
Bunonematidae,-8.64176489,41.01890061,N0007,0,0,2652
Bunonematidae,-8.64788583,40.97068462,N0007,0,0,2653
Bunonematidae,-8.64822913,40.95050286,N0007,0,0,2654
Bunonematidae,-8.5691829,40.9845904,N0007,0,0,2655
Bunonematidae,-8.5283349,40.9957278,N0007,0,0,2656
Bunonematidae,-8.42866646,40.97516301,N0007,0,0,2657
Bunonematidae,-7.4214052,41.8386969,N0007,0,0,2658
Bunonematidae,-7.50775307,41.84431388,N0007,0,0,2659
Bunonematidae,-7.61338952,41.86422589,N0007,0,0,2660
Bunonematidae,-7.63510979,41.85596387,N0007,0,0,2661
Bunonematidae,-7.67813707,41.87553071,N0007,0,0,2662
Bunonematidae,-7.76729489,41.84953264,N0007,0,0,2663
Bunonematidae,-7.75910233,41.85139979,N0007,0,0,2664
Bunonematidae,-7.76354964,41.8846062,N0007,0,0,2665
Bunonematidae,-7.8885784900000004,41.8872152,N0007,0,0,2666
Bunonematidae,-7.9864386,41.5123611,N0007,0,0,2667
Bunonematidae,-8.07091059,41.51584362,N0007,0,0,2668
Bunonematidae,-8.16109033,41.63558066,N0007,0,0,2669
Bunonematidae,-7.9805734,41.6523611,N0007,0,0,2670
Bunonematidae,-8.1169601,41.6786957,N0007,0,0,2671
Bunonematidae,-8.01305616,41.56781275,N0007,0,0,2672
Bunonematidae,-7.91371007,41.5357476,N0007,0,0,2673
Bunonematidae,-7.87914075,41.52319792,N0007,0,0,2674
Bunonematidae,-7.7857005,41.52861671,N0007,0,0,2675
Bunonematidae,-7.85906179,41.57011142,N0007,0,0,2676
Bunonematidae,-7.79935471,41.6178397,N0007,0,0,2677
Bunonematidae,-7.73611737,41.63641828,N0007,0,0,2678
Bunonematidae,-7.84936973,41.47055416,N0007,0,0,2679
Bunonematidae,-7.734591425,41.34738812,N0007,0,0,2680
Bunonematidae,-7.80165961,41.3680774,N0007,0,0,2681
Bunonematidae,-7.87369146,41.38379243,N0007,0,0,2682
Bunonematidae,-7.8512451,41.3980301,N0007,0,0,2683
Bunonematidae,-7.88638771,41.34886082,N0007,0,0,2684
Bunonematidae,-7.55255545,40.99690415,N0007,0,0,2685
Bunonematidae,-7.4721153,41.0567566,N0007,0,0,2686
Bunonematidae,-7.548027188,41.07612951,N0007,0,0,2687
Bunonematidae,-7.6101291,41.09821807,N0007,0,0,2688
Bunonematidae,-7.67041059,41.0726142,N0007,0,0,2689
Bunonematidae,-7.61887972,41.04017475,N0007,0,0,2690
Bunonematidae,-7.3943752,41.2822046,N0007,0,0,2691
Bunonematidae,-7.3508118,41.1062219,N0007,0,0,2692
Bunonematidae,-7.4413467,41.0834937,N0007,0,0,2693
Bunonematidae,-7.24605506,41.12800494,N0007,0,0,2694
Bunonematidae,-7.33411085,41.20883918,N0007,0,0,2695
Bunonematidae,-7.30894745,41.23937418,N0007,0,0,2696
Bunonematidae,-8.7228748,41.501677,N0007,0,0,2697
Bunonematidae,-8.68244742,41.50873585,N0007,0,0,2698
Bunonematidae,-8.67243233,41.56609345,N0007,0,0,2699
Bunonematidae,-8.74518317,41.57363195,N0007,0,0,2700
Bunonematidae,-8.80254544,41.64970345,N0007,0,0,2701
Bunonematidae,-8.77106636,41.70668238,N0007,0,0,2702
Bunonematidae,-8.76412746,41.71903219,N0007,0,0,2703
Bunonematidae,-8.66731304,41.72228413,N0007,0,0,2704
Bunonematidae,-8.6755476,41.81256896,N0007,0,0,2705
Bunonematidae,-8.75510428,41.77946979,N0007,0,0,2706
Bunonematidae,-8.77932196,41.74449887,N0007,0,0,2707
Bunonematidae,-8.5045745,42.00850141,N0007,0,0,2708
Bunonematidae,-8.55419037,41.95581239,N0007,0,0,2709
Bunonematidae,-8.57869396,41.93174734,N0007,0,0,2710
Bunonematidae,-8.59755624,41.87055013,N0007,0,0,2711
Bunonematidae,-8.53499703,41.91505335,N0007,0,0,2712
Bunonematidae,-8.4390416,41.89409121,N0007,0,0,2713
Bunonematidae,-8.30939452,41.5159904,N0007,0,0,2714
Bunonematidae,-8.1978886,41.59966084,N0007,0,0,2715
Bunonematidae,-8.31388458,41.56463753,N0007,0,0,2716
Bunonematidae,-8.26260096,41.56398666,N0007,0,0,2717
Bunonematidae,-8.29863935,41.58937498,N0007,0,0,2718
Bunonematidae,-8.28215742,41.61952138,N0007,0,0,2719
Bunonematidae,-6.33485004,41.6532952,N0007,0,0,2720
Bunonematidae,-6.33994258,41.66960865,N0007,0,0,2721
Bunonematidae,-6.39993578,41.67487189,N0007,0,0,2722
Bunonematidae,-6.429001637,41.65739556,N0007,0,0,2723
Bunonematidae,-6.44674239,41.67382082,N0007,0,0,2724
Bunonematidae,-6.572021138,41.76737392,N0007,0,0,2725
Bunonematidae,-6.640587867,41.80876775,N0007,0,0,2726
Bunonematidae,-6.62387962,41.72394632,N0007,0,0,2727
Bunonematidae,-6.682374895,41.67036374,N0007,0,0,2728
Bunonematidae,-6.71912914,41.76743901,N0007,0,0,2729
Bunonematidae,-8.66044413,41.63568471,N0007,0,0,2730
Bunonematidae,-6.609164972,41.56730997,N0007,0,0,2731
Bunonematidae,-6.683521128,41.56333943,N0007,0,0,2732
Bunonematidae,-6.62703659,41.51775652,N0007,0,0,2733
Bunonematidae,-6.60753601,41.46940156,N0007,0,0,2734
Bunonematidae,-6.73661987,41.33213161,N0007,0,0,2735
Bunonematidae,-6.87874502,41.3268399,N0007,0,0,2736
Bunonematidae,-6.881836389,41.37799005,N0007,0,0,2737
Bunonematidae,-6.896279972,41.36016,N0007,0,0,2738
Bunonematidae,-6.76461984,41.3743577,N0007,0,0,2739
Bunonematidae,-6.87427282,41.41037865,N0007,0,0,2740
Bunonematidae,-6.41576826,41.44309021,N0007,0,0,2741
Bunonematidae,-6.35368236,41.42550977,N0007,0,0,2742
Bunonematidae,-6.42632925,41.39528482,N0007,0,0,2743
Bunonematidae,-6.44205398,41.33007157,N0007,0,0,2744
Bunonematidae,-6.45135415,41.31124265,N0007,0,0,2745
Bunonematidae,-6.622578066,41.28643121,N0007,0,0,2746
Bunonematidae,-6.726028978,41.26477747,N0007,0,0,2747
Bunonematidae,-6.706337,41.26228826,N0007,0,0,2748
Bunonematidae,-6.67744424,41.24024977,N0007,0,0,2749
Bunonematidae,-6.70664403,41.18979249,N0007,0,0,2750
Bunonematidae,-6.73502743,41.18095064,N0007,0,0,2751
Bunonematidae,-6.80613978,41.08239272,N0007,0,0,2752
Bunonematidae,-6.90797978,40.94810814,N0007,0,0,2753
Bunonematidae,-6.92413782,40.96742716,N0007,0,0,2754
Bunonematidae,-6.94568778,41.00740138,N0007,0,0,2755
Bunonematidae,-6.90872088,41.04795568,N0007,0,0,2756
Bunonematidae,-6.93129399,41.08126379,N0007,0,0,2757
Bunonematidae,-7.0232945,40.99829167,N0007,0,0,2758
Bunonematidae,-7.044047166,41.01938617,N0007,0,0,2759
Bunonematidae,-8.49312864,41.82852162,N0007,0,0,2760
Bunonematidae,-8.60481306,41.80855299,N0007,0,0,2761
Bunonematidae,-8.577720858,41.75290846,N0007,0,0,2762
Bunonematidae,-8.50127431,41.76952285,N0007,0,0,2763
Bunonematidae,-8.54263482,41.73108882,N0007,0,0,2764
Bunonematidae,-8.62848417,41.69598477,N0007,0,0,2765
Bunonematidae,-8.25540862,41.26658411,N0007,0,0,2766
Bunonematidae,-8.28663241,41.22873462,N0007,0,0,2767
Bunonematidae,-8.24846762,41.18306405,N0007,0,0,2768
Bunonematidae,-8.22998881,41.15847355,N0007,0,0,2769
Bunonematidae,-8.2914308,41.13781805,N0007,0,0,2770
Bunonematidae,-8.32218069,41.14185042,N0007,0,0,2771
Bunonematidae,-7.94385157,41.0920951,N0007,0,0,2772
Bunonematidae,-7.99817558,41.06308623,N0007,0,0,2773
Bunonematidae,-8.1388896,41.05290519,N0007,2,1,2774
Bunonematidae,-8.11961045,40.97733599,N0007,0,0,2775
Bunonematidae,-8.05099929,41.01085764,N0007,0,0,2776
Bunonematidae,-7.99301026,41.01646917,N0007,0,0,2777
Bunonematidae,-8.00164602,40.83562529,N0007,0,0,2778
Bunonematidae,-7.99169064,40.79858872,N0007,0,0,2779
Bunonematidae,-8.11803162,40.78119788,N0007,0,0,2780
Bunonematidae,-8.10647313,40.80783291,N0007,0,0,2781
Bunonematidae,-8.09298884,40.79937122,N0007,0,0,2782
Bunonematidae,-8.0478079,40.81709118,N0007,0,0,2783
Bunonematidae,-7.6276785,41.81121184,N0007,0,0,2784
Bunonematidae,-7.65224293,41.74836396,N0007,0,0,2785
Bunonematidae,-7.64510192,41.71234182,N0007,0,0,2786
Bunonematidae,-7.56015066,41.76002381,N0007,0,0,2787
Bunonematidae,-7.51374291,41.72421342,N0007,0,0,2788
Bunonematidae,-7.50854484,41.69129641,N0007,0,0,2789
Bunonematidae,-7.64600144,41.59582015,N0007,0,0,2790
Bunonematidae,-7.6120473,41.55904043,N0007,0,0,2791
Bunonematidae,-7.56133446,41.5417472,N0007,0,0,2792
Bunonematidae,-7.50099469,41.57278478,N0007,0,0,2793
Bunonematidae,-7.53590291,41.62435547,N0007,0,0,2794
Bunonematidae,-7.55671423,41.57791557,N0007,0,0,2795
Bunonematidae,-7.5317627,41.14303511,N0007,0,0,2796
Bunonematidae,-7.5320263,41.22252866,N0007,0,0,2797
Bunonematidae,-7.59887544,41.186679,N0007,0,0,2798
Bunonematidae,-7.62115674,41.24013318,N0007,0,0,2799
Bunonematidae,-7.58376678,41.25483755,N0007,0,0,2800
Bunonematidae,-7.6094899,41.26750366,N0007,0,0,2801
Bunonematidae,-7.72045404,41.27016486,N0007,0,0,2802
Bunonematidae,-7.83909877,41.28311613,N0007,0,0,2803
Bunonematidae,-7.85619215,41.25365519,N0007,0,0,2804
Bunonematidae,-7.85708154,41.17923305,N0007,0,0,2805
Bunonematidae,-7.81869156,41.23167875,N0007,0,0,2806
Bunonematidae,-7.8095596,41.23403062,N0007,0,0,2807
Bunonematidae,-7.13077698,41.32042331,N0007,0,0,2808
Bunonematidae,-7.06047,41.334755,N0007,0,0,2809
Bunonematidae,-7.08787811,41.38602874,N0007,0,0,2810
Bunonematidae,-7.04970518,41.39717145,N0007,0,0,2811
Bunonematidae,-7.10922722,41.41597057,N0007,0,0,2812
Bunonematidae,-7.17198306,41.44296656,N0007,0,0,2813
Bunonematidae,-7.08948485,41.51209626,N0007,0,0,2814
Bunonematidae,-7.11115139,41.52126952,N0007,0,0,2815
Bunonematidae,-7.12810751,41.56368887,N0007,0,0,2816
Bunonematidae,-7.05590869,41.61976355,N0007,0,0,2817
Bunonematidae,-7.05044857,41.52951464,N0007,0,0,2818
Bunonematidae,-7.175351,41.49602697,N0007,0,0,2819
Bunonematidae,-6.89879739,41.61926908,N0007,0,0,2820
Bunonematidae,-6.7970701,41.56881861,N0007,0,0,2821
Bunonematidae,-6.78305702,41.55887828,N0007,0,0,2822
Bunonematidae,-6.84291949,41.52731196,N0007,0,0,2823
Bunonematidae,-6.87883191,41.52965069,N0007,0,0,2824
Bunonematidae,-7.40552955,41.38678863,N0007,0,0,2825
Bunonematidae,-7.32878767,41.38254656,N0007,0,0,2826
Bunonematidae,-7.2953447,41.38878259,N0007,0,0,2827
Bunonematidae,-7.26368251,41.37579962,N0007,0,0,2828
Bunonematidae,-7.28610549,41.35013095,N0007,0,0,2829
Bunonematidae,-7.31461093,41.40966346,N0007,0,0,2830
Bunonematidae,-8.36870827,41.12158237,N0007,0,0,2831
Bunonematidae,-8.32865166,41.07224891,N0007,0,0,2832
Bunonematidae,-8.25057066,41.07898807,N0007,0,0,2833
Bunonematidae,-8.26971822,41.04239944,N0007,0,0,2834
Bunonematidae,-8.26982929,41.01740146,N0007,0,0,2835
Bunonematidae,-8.27249523,40.97705544,N0007,0,0,2836
Bunonematidae,-8.58988595,40.91976026,N0007,0,0,2837
Bunonematidae,-8.56490377,40.91230312,N0007,0,0,2838
Bunonematidae,-8.44602442,40.84486439,N0007,0,0,2839
Bunonematidae,-8.45419008,40.90230714,N0007,0,0,2840
Bunonematidae,-8.48356334,40.80362703,N0007,0,0,2841
Bunonematidae,-8.56349196,40.81493994,N0007,0,0,2842
Cephalobidae,-8.694429053,41.34868226,N0008,1154,1,2843
Cephalobidae,-8.733477826,41.33772715,N0008,69852,1,2844
Cephalobidae,-8.68306422,41.45036516,N0008,2531,1,2845
Cephalobidae,-8.685693769,41.41725913,N0008,231,1,2846
Cephalobidae,-8.75515049,41.39737857,N0008,26656,1,2847
Cephalobidae,-8.648323305,41.30537296,N0008,32819,1,2848
Cephalobidae,-8.559510335,41.24259376,N0008,20871,1,2849
Cephalobidae,-8.470215406,41.14043865,N0008,2317,1,2850
Cephalobidae,-8.43879291,41.21763122,N0008,22,1,2851
Cephalobidae,-8.5661986,41.2512425,N0008,24087,1,2852
Cephalobidae,-8.61573943,41.26663541,N0008,20783,1,2853
Cephalobidae,-8.487909939,41.55362167,N0008,6086,1,2854
Cephalobidae,-8.541652691,41.57187373,N0008,50352,1,2855
Cephalobidae,-8.496826,41.57702768,N0008,4915,1,2856
Cephalobidae,-8.606557455,41.586697,N0008,29673,1,2857
Cephalobidae,-8.58245986,41.4818602,N0008,36365,1,2858
Cephalobidae,-8.550901785,41.51734656,N0008,274,1,2859
Cephalobidae,-6.702545872,41.34231654,N0008,45932,1,2860
Cephalobidae,-6.5735867,41.36198594,N0008,33969,1,2861
Cephalobidae,-6.572624714,41.3411497,N0008,2589,1,2862
Cephalobidae,-6.549207087,41.31851888,N0008,55426,1,2863
Cephalobidae,-6.624965826,41.43449723,N0008,17676,1,2864
Cephalobidae,-6.362723652,41.49225747,N0008,51056,1,2865
Cephalobidae,-6.273445428,41.50420514,N0008,63898,1,2866
Cephalobidae,-6.32728654,41.54849864,N0008,86585,1,2867
Cephalobidae,-6.409250519,41.55083926,N0008,18536,1,2868
Cephalobidae,-6.461549727,41.542058,N0008,23817,1,2869
Cephalobidae,-8.788937327,41.86931583,N0008,129682,1,2870
Cephalobidae,-8.738770746,41.92925771,N0008,37941,1,2871
Cephalobidae,-8.721365808,41.95186278,N0008,40233,1,2872
Cephalobidae,-8.681102414,41.92688199,N0008,21547,1,2873
Cephalobidae,-8.793147588,41.91056733,N0008,14315,1,2874
Cephalobidae,-8.796226345,41.88695366,N0008,28959,1,2875
Cephalobidae,-7.215946829,41.85742518,N0008,676,1,2876
Cephalobidae,-7.242505476,41.8482063,N0008,13366,1,2877
Cephalobidae,-7.252903301,41.85275489,N0008,34213,1,2878
Cephalobidae,-7.264518533,41.85264343,N0008,12537,1,2879
Cephalobidae,-7.284716943,41.83899026,N0008,221715,1,2880
Cephalobidae,-7.273814302,41.85143895,N0008,12683,1,2881
Cephalobidae,-8.10851049,41.28217518,N0008,9157,1,2882
Cephalobidae,-8.09079128,41.24258065,N0008,110754,1,2883
Cephalobidae,-8.039364293,41.16287395,N0008,91038,1,2884
Cephalobidae,-7.99773858,41.19584376,N0008,4935,1,2885
Cephalobidae,-8.04166723,41.24936902,N0008,41518,1,2886
Cephalobidae,-8.10483883,41.20333863,N0008,23931,1,2887
Cephalobidae,-8.227079362,40.91762943,N0008,19412,1,2888
Cephalobidae,-8.257033098,40.89213298,N0008,3143,1,2889
Cephalobidae,-8.370121317,40.88071088,N0008,6519,1,2890
Cephalobidae,-8.300971957,40.83792315,N0008,17661,1,2891
Cephalobidae,-8.28043093,40.79353041,N0008,24596,1,2892
Cephalobidae,-8.360051467,40.82579428,N0008,17463,1,2893
Cephalobidae,-6.92796684,41.71816731,N0008,45279,1,2894
Cephalobidae,-6.81542701,41.68645143,N0008,12669,1,2895
Cephalobidae,-6.816988,41.74700158,N0008,38,1,2896
Cephalobidae,-6.79035808,41.77205406,N0008,4839,1,2897
Cephalobidae,-6.88703534,41.76068734,N0008,65533,1,2898
Cephalobidae,-6.717810724,41.83256074,N0008,210,1,2899
Cephalobidae,-6.663861782,41.8780294,N0008,27771,1,2900
Cephalobidae,-6.590464785,41.84261167,N0008,3162,1,2901
Cephalobidae,-6.574691773,41.88408548,N0008,10499,1,2902
Cephalobidae,-6.57104674,41.9158606,N0008,18988,1,2903
Cephalobidae,-6.586346625,41.88373607,N0008,17513,1,2904
Cephalobidae,-8.14392073,42.03367451,N0008,6767,1,2905
Cephalobidae,-8.16771225,42.04691021,N0008,4498,1,2906
Cephalobidae,-8.14574259,42.02484023,N0008,38481,1,2907
Cephalobidae,-8.482239749,42.07637596,N0008,28139,1,2908
Cephalobidae,-8.46280105,42.0428244,N0008,2634,1,2909
Cephalobidae,-8.49847125,42.0372338,N0008,72596,1,2910
Cephalobidae,-8.542161556,42.04499528,N0008,11671,1,2911
Cephalobidae,-8.57041499,42.0495605,N0008,59801,1,2912
Cephalobidae,-8.619849561,42.04593829,N0008,27365,1,2913
Cephalobidae,-7.31643441,41.61022303,N0008,50553,1,2914
Cephalobidae,-7.32552959,41.57283322,N0008,116741,1,2915
Cephalobidae,-7.32870577,41.55267303,N0008,1922,1,2916
Cephalobidae,-7.24834904,41.57172623,N0008,63736,1,2917
Cephalobidae,-7.2873136,41.53489128,N0008,17196,1,2918
Cephalobidae,-7.4297949,41.50103354,N0008,7563,1,2919
Cephalobidae,-7.81416351,41.07537052,N0008,1900,1,2920
Cephalobidae,-7.705437233,41.03117857,N0008,8929,1,2921
Cephalobidae,-7.764273081,41.02542427,N0008,61352,1,2922
Cephalobidae,-7.791026523,40.98292559,N0008,154271,1,2923
Cephalobidae,-7.88921088,40.95814961,N0008,25051,1,2924
Cephalobidae,-7.886647023,41.00584875,N0008,407,1,2925
Cephalobidae,-7.96078998,41.74311007,N0008,91573,1,2926
Cephalobidae,-7.96812158,41.70388053,N0008,183824,1,2927
Cephalobidae,-8.017116878,41.67349802,N0008,2999,1,2928
Cephalobidae,-8.0506415,41.68475124,N0008,56707,1,2929
Cephalobidae,-8.16559933,41.706273,N0008,6063,1,2930
Cephalobidae,-8.153001442,41.71852062,N0008,23084,1,2931
Cephalobidae,-7.100072815,41.27842716,N0008,45285,1,2932
Cephalobidae,-7.098099868,41.23030036,N0008,38367,1,2933
Cephalobidae,-7.104429448,41.18292573,N0008,11079,1,2934
Cephalobidae,-7.059622574,41.17091487,N0008,80,1,2935
Cephalobidae,-7.00151939,41.18699543,N0008,45344,1,2936
Cephalobidae,-7.173666393,41.18801586,N0008,85066,1,2937
Cephalobidae,-7.296532122,41.07649709,N0008,18704,1,2938
Cephalobidae,-7.333773253,41.06784588,N0008,4271,1,2939
Cephalobidae,-7.322474364,41.00553879,N0008,70261,1,2940
Cephalobidae,-7.301571407,40.96847921,N0008,66451,1,2941
Cephalobidae,-8.44700267,41.40179975,N0008,36357,1,2942
Cephalobidae,-8.47757872,41.40248137,N0008,5177,1,2943
Cephalobidae,-8.58374995,41.42663238,N0008,0,0,2944
Cephalobidae,-8.514193575,41.36602839,N0008,11268,1,2945
Cephalobidae,-8.57656227,41.40394026,N0008,18998,1,2946
Cephalobidae,-8.55719155,41.43919763,N0008,14894,1,2947
Cephalobidae,-8.30805154,41.8091197,N0008,7018,1,2948
Cephalobidae,-8.4148242,41.829918,N0008,3868,1,2949
Cephalobidae,-8.3647846,41.74569257,N0008,5424,1,2950
Cephalobidae,-8.33245517,41.70840702,N0008,19881,1,2951
Cephalobidae,-8.31752722,41.72689018,N0008,12895,1,2952
Cephalobidae,-8.25442639,41.75589073,N0008,50691,1,2953
Cephalobidae,-7.951333903,41.85421698,N0008,38598,1,2954
Cephalobidae,-7.949371212,41.85654177,N0008,55309,1,2955
Cephalobidae,-7.952434827,41.85476304,N0008,105,1,2956
Cephalobidae,-8.11073568,41.33564045,N0008,36188,1,2957
Cephalobidae,-8.0331476,41.35955286,N0008,11376,1,2958
Cephalobidae,-8.09213128,41.39051096,N0008,15438,1,2959
Cephalobidae,-8.10969144,41.3778162,N0008,96972,1,2960
Cephalobidae,-7.946983594,41.38190794,N0008,52961,1,2961
Cephalobidae,-7.97051962,41.41953405,N0008,2912,1,2962
Cephalobidae,-8.26290402,41.8719214,N0008,29051,1,2963
Cephalobidae,-8.22257338,41.35821707,N0008,17863,1,2964
Cephalobidae,-8.41542363,41.87542281,N0008,22827,1,2965
Cephalobidae,-8.2126218,41.39519582,N0008,13617,1,2966
Cephalobidae,-8.39589031,41.878471,N0008,19867,1,2967
Cephalobidae,-8.23275541,41.90134891,N0008,2369,1,2968
Cephalobidae,-8.24788721,41.91899124,N0008,0,0,2969
Cephalobidae,-8.23323628,41.42290301,N0008,42457,1,2970
Cephalobidae,-8.36939547,42.04380713,N0008,50408,1,2971
Cephalobidae,-8.29024641,42.09093876,N0008,46853,1,2972
Cephalobidae,-8.26423508,42.10785424,N0008,45795,1,2973
Cephalobidae,-8.26691959,42.04046611,N0008,47809,1,2974
Cephalobidae,-8.24951455,42.04150928,N0008,0,0,2975
Cephalobidae,-8.41064449,41.85559293,N0008,200591,1,2976
Cephalobidae,-8.159082436,41.98487781,N0008,9125,1,2977
Cephalobidae,-8.33297463,42.07502279,N0008,13761,1,2978
Cephalobidae,-8.311015656,41.38270809,N0008,23573,1,2979
Cephalobidae,-8.282172941,41.42590791,N0008,1415,1,2980
Cephalobidae,-8.65563678,41.28567132,N0008,1016,1,2981
Cephalobidae,-8.65878156,41.25295287,N0008,41696,1,2982
Cephalobidae,-8.69367583,41.25170932,N0008,31595,1,2983
Cephalobidae,-8.32920352,41.39389609,N0008,27372,1,2984
Cephalobidae,-6.23587878,41.53880209,N0008,15584,1,2985
Cephalobidae,-6.2368644,41.55463662,N0008,98,1,2986
Cephalobidae,-6.50131109,41.61813238,N0008,9873,1,2987
Cephalobidae,-6.21893502,41.56253721,N0008,22031,1,2988
Cephalobidae,-6.522302972,41.58626197,N0008,3125,1,2989
Cephalobidae,-6.206556999,41.57497498,N0008,31,1,2990
Cephalobidae,-6.22106083,41.57954582,N0008,6181,1,2991
Cephalobidae,-8.71773965,41.24955657,N0008,5566,1,2992
Cephalobidae,-8.68868487,41.22750658,N0008,0,0,2993
Cephalobidae,-8.65035154,41.29077364,N0008,5466,1,2994
Cephalobidae,-7.39119414,40.99038774,N0008,23272,1,2995
Cephalobidae,-7.374644755,41.02888771,N0008,10991,1,2996
Cephalobidae,-7.593362304,41.43182491,N0008,0,0,2997
Cephalobidae,-7.524469262,41.42666451,N0008,28546,1,2998
Cephalobidae,-7.487226287,41.32577326,N0008,44603,1,2999
Cephalobidae,-7.509486191,41.33147538,N0008,3287,1,3000
Cephalobidae,-7.656161953,41.34293914,N0008,44433,1,3001
Cephalobidae,-7.678841958,41.43677765,N0008,146667,1,3002
Cephalobidae,-7.76411208,41.71414208,N0008,61408,1,3003
Cephalobidae,-7.76732188,41.7239906,N0008,4529,1,3004
Cephalobidae,-7.70063388,41.76258175,N0008,34838,1,3005
Cephalobidae,-7.78113775,41.78425053,N0008,86742,1,3006
Cephalobidae,-7.80659493,41.77836484,N0008,136654,1,3007
Cephalobidae,-7.806587558,41.80744659,N0008,69685,1,3008
Cephalobidae,-7.513117735,40.90623436,N0008,120709,1,3009
Cephalobidae,-7.504631309,40.877899,N0008,89,1,3010
Cephalobidae,-7.546110749,40.81086368,N0008,39193,1,3011
Cephalobidae,-7.578912741,40.86668691,N0008,51521,1,3012
Cephalobidae,-7.630278385,40.85528203,N0008,27433,1,3013
Cephalobidae,-7.661152287,40.90453858,N0008,15504,1,3014
Cephalobidae,-6.795024024,41.98002549,N0008,107656,1,3015
Cephalobidae,-6.864857165,41.90793041,N0008,14815,1,3016
Cephalobidae,-6.798143676,41.86090764,N0008,45573,1,3017
Cephalobidae,-6.845045373,41.88419508,N0008,25092,1,3018
Cephalobidae,-6.916446976,41.86315483,N0008,17969,1,3019
Cephalobidae,-7.01610649,41.87484894,N0008,31126,1,3020
Cephalobidae,-7.05358867,41.89482644,N0008,117143,1,3021
Cephalobidae,-7.13058372,41.86798894,N0008,26977,1,3022
Cephalobidae,-7.0288422,41.9122193,N0008,36396,1,3023
Cephalobidae,-7.14287285,41.96653211,N0008,75916,1,3024
Cephalobidae,-7.38438081,41.71649734,N0008,38755,1,3025
Cephalobidae,-7.3361669,41.74323719,N0008,20575,1,3026
Cephalobidae,-7.2543287,41.7671562,N0008,26868,1,3027
Cephalobidae,-7.26031016,41.79476924,N0008,23771,1,3028
Cephalobidae,-7.305636,41.82453693,N0008,8366,1,3029
Cephalobidae,-7.5428337,41.5477127,N0008,53429,1,3030
Cephalobidae,-7.11916707,41.78800093,N0008,31702,1,3031
Cephalobidae,-6.9741004,41.7882458,N0008,9,1,3032
Cephalobidae,-7.0120454,41.7416742,N0008,1048,1,3033
Cephalobidae,-7.06476515,41.68056711,N0008,0,0,3034
Cephalobidae,-7.0274983,41.7038707,N0008,1593,1,3035
Cephalobidae,-7.06934864,41.70593681,N0008,47892,1,3036
Cephalobidae,-6.94339083,41.26199675,N0008,3412,1,3037
Cephalobidae,-6.80239213,41.25379066,N0008,15,1,3038
Cephalobidae,-6.81508814,41.21682963,N0008,23864,1,3039
Cephalobidae,-6.8925758,41.1834066,N0008,57356,1,3040
Cephalobidae,-6.77916175,41.18355338,N0008,22425,1,3041
Cephalobidae,-6.7974245,41.1699815,N0008,55162,1,3042
Cephalobidae,-7.13919008,41.08021133,N0008,50786,1,3043
Cephalobidae,-7.19531923,41.07537412,N0008,9947,1,3044
Cephalobidae,-7.0408782,40.961652,N0008,21943,1,3045
Cephalobidae,-7.2004122,41.0546551,N0008,3675,1,3046
Cephalobidae,-7.1859294,40.849914,N0008,14211,1,3047
Cephalobidae,-7.1754904,40.7022299,N0008,8104,1,3048
Cephalobidae,-7.319966,40.828279,N0008,146208,1,3049
Cephalobidae,-7.3916728,40.8085817,N0008,378,1,3050
Cephalobidae,-7.3565511,40.7913175,N0008,4729,1,3051
Cephalobidae,-7.41360557,40.84924916,N0008,5556,1,3052
Cephalobidae,-8.4943652,41.0602453,N0008,8889,1,3053
